Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-12-28 15:51:46.812 +0530,"Failure",0:00:00,1,0,0,"20171228_155146.812/LogFile.txt","","SenseTalk Compiler Exception -- in accession_result_entry_workflow:\nSyntax Error at line 35: Syntax Error - can't understand ""else"" at or near character 674",0
